participant_id	visit	handedness	laterality_quotient	EDINBURGH_WRITING_LH	EDINBURGH_WRITING_RH	EDINBURGH_DRAWING_RH	EDINBURGH_DRAWING_LH	EDINBURGH_THROWING_RH	EDINBURGH_THROWING_LH	EDINBURGH_SCISSORS_LH	EDINBURGH_SCISSORS_RH	EDINBURGH_TOOTHBRUSH_LH	EDINBURGH_TOOTHBRUSH_RH	EDINBURGH_KNIFE_LH	EDINBURGH_KNIFE_RH	EDINBURGH_SPOON_RH	EDINBURGH_SPOON_LH	EDINBURGH_BROOM_RH	EDINBURGH_BROOM_LH	EDINBURGH_MATCH_RH	EDINBURGH_MATCH_LH	EDINBURGH_OPEN_BOX_LH	EDINBURGH_OPEN_BOX_RH	EDINBURGH_KICK_RH	EDINBURGH_KICK_LH	EDINBURGH_EYE_LH	EDINBURGH_EYE_RH	EDINBURGH_WRITING	EDINBURGH_DRAWING	EDINBURGH_THROWING	EDINBURGH_SCISSORS	EDINBURGH_TOOTHBRUSH	EDINBURGH_KNIFE	EDINBURGH_SPOON	EDINBURGH_BROOM	EDINBURGH_MATCH	EDINBURGH_OPEN_BOX	EDINBURGH_KICK	EDINBURGH_EYE
sub-ON87725	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	1
sub-ON87726	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87730	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	2	0	1	1	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87731	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	1	2	2	1	1	2	0	1	1
sub-ON87732	baseline	0	36	0	2	0	2	2	1	2	1	2	1	2	1	0	2	1	2	1	1	1	1	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87733	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON87734	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	1	1	2	1	1	2	2	1	0
sub-ON87737	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON87742	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	2	1
sub-ON87743	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	1
sub-ON87745	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	-777	2	2	0	2	2	0	0	0	0	2
sub-ON87750	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87751	baseline	1	70	0	2	0	2	2	0	2	0	2	0	0	2	0	2	2	0	2	0	1	1	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87752	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	1	1	2
sub-ON87761	baseline	1	89	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	1	2	0	1	1	0	1	1	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87762	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87772	baseline	1	60	0	2	0	2	1	1	2	0	2	0	0	2	0	2	1	1	1	1	1	1	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87773	baseline	-1	-60	0	2	0	2	0	2	0	2	0	2	2	0	2	0	2	0	0	2	0	2	2	0	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON87775	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	1	2	2	2	2	2	2
sub-ON87777	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	1	1	0	2	0	1	-1
sub-ON88000	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	1	2	1	0	2	1	1	1
sub-ON88163	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	1	2	-2
sub-ON88170	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON88171	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	1	1	2	2	2	2	1	2	0
sub-ON88181	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	2	0	2	0	1	-1
sub-ON88200	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	1	0
sub-ON88210	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-1
sub-ON88220	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	2
sub-ON88232	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON88242	baseline	1	78	-777	-777	-777	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	-777	1	2	1	-1	1	0	1	0	1	0
sub-ON88312	baseline	1	90	0	2	0	2	2	0	2	0	2	0	1	2	0	2	0	2	2	0	2	0	0	2	0	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88320	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON88321	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88322	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	1	2	0	2	0	2	0
sub-ON88330	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	1	2	2	0	0	0	2	2
sub-ON88331	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	1	2	1	1	2	2	-1	-1
sub-ON88400	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	0	2	2	2	1	1	2
sub-ON88401	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	1
sub-ON88403	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	1	2	2	2	1	2	0	1	0
sub-ON88410	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	2	2	2	1	2	1	1	1	1
sub-ON88411	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	0	2	2	2	2
sub-ON88412	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON88420	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	1	2	1	2	1	2	1	1	1
sub-ON88422	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	1	0	2	0	0	1	1	1	0
sub-ON88431	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON88432	baseline	1	80	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	1	1	1	1	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88433	baseline	-1	-60	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	1	1	-2	-2	-1	1	-2	-1	1	-2
sub-ON88454	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	2	2	0
sub-ON88471	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	1	-2
sub-ON88504	baseline	1	67	0	2	0	2	2	2	2	0	2	0	0	2	1	2	1	2	2	0	2	0	1	2	2	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88512	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	-777	1	1	0	0	0	0	1	0	1	0
sub-ON88520	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON88521	baseline	1	88	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	0	0	0	0	0	2	0	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88530	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON88532	baseline	1	90	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	2	0	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88533	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	1	1	1	2	1	2	-1
sub-ON88540	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88541	baseline	-1	-100	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	-2	-2	-2	-2	-2	-2	-2	-1	-2	0
sub-ON88542	baseline	1	87	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	-1	1	1	1	1	1	2
sub-ON88544	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88555	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-1
sub-ON88561	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-1
sub-ON88600	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	2	1	2	1	2	-1
sub-ON88602	baseline	1	100	-777	-777	-777	-999	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	-777	2	2	2	2	2	0	2	0	1	0
sub-ON88605	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	1	2	1	1	1	2	1	1	0
sub-ON88610	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	0	1	0
sub-ON88614	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	1	2	1	1	1	2	0	1	1	1	0
sub-ON88615	baseline	1	83	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	1	1	1	-1	1	1	1	1	1
sub-ON88616	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	-999	2	2	2	0
sub-ON88622	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	-1
sub-ON88623	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	1	-1
sub-ON88624	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	0
sub-ON88627	baseline	1	100	-777	-777	-777	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	1	1	2	1	1	0
sub-ON88630	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	1	2	1	1	0	2	2	1	1
sub-ON88631	baseline	1	73	0	2	0	2	2	0	2	0	2	0	1	2	0	2	1	2	2	0	1	1	1	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88632	baseline	1	80	0	2	0	2	2	0	2	0	2	0	0	2	0	2	2	0	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88640	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	1
sub-ON88641	baseline	0	40	0	2	0	2	1	1	1	1	1	1	0	2	1	1	0	2	1	1	1	1	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88642	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-2
sub-ON88651	baseline	1	80	0	2	0	2	2	0	2	0	2	0	0	2	0	2	1	1	2	0	1	1	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88652	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	0	2	0
sub-ON88653	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	1	2	1	1	0
sub-ON88654	baseline	1	100	0	2	0	-999	2	0	-999	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88660	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	1	1	-1
sub-ON88665	baseline	1	100	0	2	0	2	2	0	2	0	1	0	0	1	0	1	0	1	1	0	1	0	0	2	1	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88675	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON88676	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	1	2	2	1	1	1	2	2
sub-ON88700	baseline	1	89	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	2	-1	2	2	2	-1
sub-ON88701	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-1
sub-ON88713	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON88714	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88715	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88731	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	1	2	2	2	2	2	2	2	1
sub-ON88732	baseline	1	100	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88734	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	2
sub-ON88736	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	0	2	0	2	1
sub-ON88741	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	1	0	2	1	0	2	0	0	-1
sub-ON88745	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	2	2	1	1	1	1	1	0
sub-ON88751	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	0	1	0	0	0	0	1	0	0	1
sub-ON88753	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	1	2	2	2	-1
sub-ON88753	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	2	2	-2
sub-ON88754	baseline	1	71	0	2	0	2	2	0	2	0	2	0	0	2	1	2	1	0	2	0	2	1	0	2	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88756	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	2	2	2	2	2
sub-ON88762	baseline	1	50	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	2	2	2	2	1	0	2	1	1	-1
sub-ON88766	baseline	-1	-60	2	0	2	0	0	2	1	1	0	2	1	1	2	0	1	1	0	2	1	1	2	0	2	0	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88773	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	1	1	1	1	1	0	1	0	-2	1
sub-ON88776	baseline	1	90	1	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88777	baseline	1	100	-777	-777	-777	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	1	-777	1	2	0	2	1	0	2	0	2	1
sub-ON88841	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	1	2	2	0	2	1	1	1
sub-ON88842	baseline	1	100	0	2	0	2	2	0	2	0	1	0	0	2	0	2	0	2	2	0	2	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88843	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	0	2	0	-1	2
sub-ON88844	baseline	1	100	-777	-777	-777	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	1	2	1	0	2	0	0	0	2	0
sub-ON88850	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	1	2	1	2	-1
sub-ON88862	baseline	1	100	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	2	2	2	2	2	2	1	2	1	2	1
sub-ON88864	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	-999	2	1	2	2	0	2	0	2	0
sub-ON88865	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	1	1	1	2	2	2	1	1	1
sub-ON88866	baseline	-1	-100	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	-2	-2	-2	-1	-2	-1	-1	-1	-1	0
sub-ON88871	baseline	-1	-100	2	0	2	0	0	2	0	2	0	2	2	0	2	0	2	0	0	2	0	2	0	2	0	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88875	baseline	1	88	0	2	0	2	2	0	1	1	2	0	0	2	0	2	0	1	1	0	1	0	0	2	1	1	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777
sub-ON88885	baseline	1	100	-777	-777	-777	2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	2	-777	2	2	2	2	2	2	2	2	2	-2
sub-ON89045	baseline	0	-22	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-2	1	-2	-2	2	-2	-1	2	2	-1	-1
sub-ON89045	baseline	0	-26	-777	-777	-777	-2	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-777	-2	-777	2	-2	-2	2	-2	-2	2	1	0	0
