name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
SCLK01-177	MISC	V	0.0	600.0	Miscellaneous	1200.0	good	n/a
BG1-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BG2-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BG3-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BP1-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BP2-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BP3-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BR1-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BR2-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
BR3-1609	MEGREFMAG	T	0.0	600.0	Magnetometer Reference	1200.0	good	n/a
G11-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
G12-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
G13-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
G22-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
G23-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P11-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P12-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P22-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
P23-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q11-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q12-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q13-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q22-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
Q23-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R11-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R12-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R13-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R22-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
R23-1609	MEGREFGRADAXIAL	T	0.0	600.0	Axial Gradiometer Reference	1200.0	good	n/a
MLC11-1609	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC12-1609	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
MLC13-1609	MEGGRADAXIAL	T	0.0	600.0	Axial Gradiometer	1200.0	good	n/a
